time,generation solar,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead
2018-06-06 02:00:00+02:00,66,2767,137,2664
2018-06-06 03:00:00+02:00,68,2465,136,2515
2018-06-06 04:00:00+02:00,60,2397,137,2371
2018-06-06 05:00:00+02:00,52,2290,103,2184
2018-06-06 06:00:00+02:00,59,1900,155,2009
2018-06-06 07:00:00+02:00,106,1702,317,1872
2018-06-06 08:00:00+02:00,388,1546,711,1820
2018-06-06 09:00:00+02:00,909,1376,1314,1807
2018-06-06 10:00:00+02:00,1509,1387,1913,1879
2018-06-06 11:00:00+02:00,1912,1334,2419,2051
2018-06-06 12:00:00+02:00,2112,1705,2807,2195
2018-06-06 13:00:00+02:00,2078,2092,2947,2478
2018-06-06 14:00:00+02:00,2226,2415,3026,2846
2018-06-06 15:00:00+02:00,2430,2641,2933,3233
2018-06-06 16:00:00+02:00,2396,2869,2690,3635
2018-06-06 17:00:00+02:00,2190,3412,2318,3766
2018-06-06 18:00:00+02:00,1909,3154,1831,3767
2018-06-06 19:00:00+02:00,1437,3030,1287,3708
2018-06-06 20:00:00+02:00,1093,2925,722,3609
2018-06-06 21:00:00+02:00,432,2616,279,3518
2018-06-06 22:00:00+02:00,188,2421,126,3501
2018-06-06 23:00:00+02:00,140,2105,151,3408
2018-06-07 00:00:00+02:00,685,3602,621,3789
2018-06-07 01:00:00+02:00,679,3461,607,3528
2018-06-07 02:00:00+02:00,673,3228,594,3307
2018-06-07 03:00:00+02:00,675,3013,568,3096
2018-06-07 04:00:00+02:00,678,2757,555,3005
2018-06-07 05:00:00+02:00,667,2680,462,2854
2018-06-07 06:00:00+02:00,508,2638,413,2668
2018-06-07 07:00:00+02:00,403,2486,509,2431
2018-06-07 08:00:00+02:00,1183,2032,1496,2117
2018-06-07 09:00:00+02:00,3121,1769,2797,1872
2018-06-07 10:00:00+02:00,4393,1594,3949,1631
2018-06-07 11:00:00+02:00,4966,1417,4702,1592
2018-06-07 12:00:00+02:00,5262,1348,5120,1619
2018-06-07 13:00:00+02:00,5319,1425,5302,1736
2018-06-07 14:00:00+02:00,5229,1483,5282,1995
2018-06-07 15:00:00+02:00,4867,1597,5114,2282
2018-06-07 16:00:00+02:00,4563,1731,4821,2617
2018-06-07 17:00:00+02:00,4136,2050,4387,3117
2018-06-07 18:00:00+02:00,3513,2524,3770,3660
2018-06-07 19:00:00+02:00,2932,3018,2911,4241
2018-06-07 20:00:00+02:00,1932,3444,1818,4377
2018-06-07 21:00:00+02:00,929,3900,934,4452
2018-06-07 22:00:00+02:00,674,4466,621,4600
2018-06-07 23:00:00+02:00,635,4708,553,4491
2018-06-08 00:00:00+02:00,438,3890,323,3701
2018-06-08 01:00:00+02:00,363,3546,325,3550
2018-06-08 02:00:00+02:00,341,3013,353,3263
2018-06-08 03:00:00+02:00,275,2656,357,2833
2018-06-08 04:00:00+02:00,206,2422,318,2538
2018-06-08 05:00:00+02:00,155,2272,264,2311
2018-06-08 06:00:00+02:00,81,2288,212,2116
2018-06-08 07:00:00+02:00,107,2116,300,1944
2018-06-08 08:00:00+02:00,581,1867,877,1695
2018-06-08 09:00:00+02:00,1614,1522,2122,1447
2018-06-08 10:00:00+02:00,3067,1367,3519,1256
2018-06-08 11:00:00+02:00,4112,1310,4473,1168
2018-06-08 12:00:00+02:00,4683,1358,4936,1161
2018-06-08 13:00:00+02:00,4928,1469,5118,1286
2018-06-08 14:00:00+02:00,4990,1664,5087,1508
2018-06-08 15:00:00+02:00,4882,1946,4908,1799
2018-06-08 16:00:00+02:00,4487,2416,4569,2227
2018-06-08 17:00:00+02:00,3838,2973,4039,2554
2018-06-08 18:00:00+02:00,3036,3530,3298,2914
2018-06-08 19:00:00+02:00,2006,3798,2364,3434
2018-06-08 20:00:00+02:00,897,3952,1330,3695
2018-06-08 21:00:00+02:00,431,4328,640,3776
2018-06-08 22:00:00+02:00,388,3794,474,4209
2018-06-08 23:00:00+02:00,366,3448,413,4450
2018-06-09 00:00:00+02:00,138,3527,334,3542
2018-06-09 01:00:00+02:00,108,3953,323,3461
2018-06-09 02:00:00+02:00,107,4051,201,3573
2018-06-09 03:00:00+02:00,107,4261,185,3710
2018-06-09 04:00:00+02:00,107,4065,172,3883
2018-06-09 05:00:00+02:00,102,3858,138,3832
2018-06-09 06:00:00+02:00,80,3696,125,3845
2018-06-09 07:00:00+02:00,79,3734,158,3878
2018-06-09 08:00:00+02:00,319,3559,475,3943
2018-06-09 09:00:00+02:00,1171,3263,1382,3970
2018-06-09 10:00:00+02:00,2443,3344,2552,4087
2018-06-09 11:00:00+02:00,3750,3206,3685,4155
2018-06-09 12:00:00+02:00,4578,3136,4387,4142
2018-06-09 13:00:00+02:00,4936,3388,4695,4119
2018-06-09 14:00:00+02:00,4914,3806,4731,4272
2018-06-09 15:00:00+02:00,4736,4216,4553,4616
2018-06-09 16:00:00+02:00,4516,4676,4206,5056
2018-06-09 17:00:00+02:00,4002,4899,3686,5367
2018-06-09 18:00:00+02:00,3186,5594,3096,5598
2018-06-09 19:00:00+02:00,1893,5839,1957,5827
2018-06-09 20:00:00+02:00,823,5828,862,6042
2018-06-09 21:00:00+02:00,565,6034,426,6251
2018-06-09 22:00:00+02:00,497,6226,493,6498
2018-06-09 23:00:00+02:00,440,6317,447,6507
2018-06-10 00:00:00+02:00,213,3866,297,3886
2018-06-10 01:00:00+02:00,94,4190,197,3972
2018-06-10 02:00:00+02:00,32,4299,85,3986
2018-06-10 03:00:00+02:00,17,4434,50,3946
2018-06-10 04:00:00+02:00,17,4399,47,3878
2018-06-10 05:00:00+02:00,17,4346,40,3856
2018-06-10 06:00:00+02:00,17,4245,28,3833
2018-06-10 07:00:00+02:00,20,4385,37,3808
2018-06-10 08:00:00+02:00,113,4603,202,3689
2018-06-10 09:00:00+02:00,979,4185,1163,3544
2018-06-10 10:00:00+02:00,2698,3512,2765,3461
2018-06-10 11:00:00+02:00,4499,3404,4142,3839
2018-06-10 12:00:00+02:00,5054,4040,4796,4530
2018-06-10 13:00:00+02:00,5169,5136,4968,5375
2018-06-10 14:00:00+02:00,5127,6037,4907,6014
2018-06-10 15:00:00+02:00,4856,6538,4677,6512
2018-06-10 16:00:00+02:00,4455,6826,4255,6965
2018-06-10 17:00:00+02:00,3816,6798,3538,6979
2018-06-10 18:00:00+02:00,2743,6880,2434,6825
2018-06-10 19:00:00+02:00,1212,6622,1158,6775
2018-06-10 20:00:00+02:00,670,6926,574,6795
2018-06-10 21:00:00+02:00,558,7409,360,6988
2018-06-10 22:00:00+02:00,474,7689,306,7344
2018-06-10 23:00:00+02:00,373,7810,236,7481
2018-06-11 00:00:00+02:00,3,11719,10,10791
2018-06-11 01:00:00+02:00,3,11616,10,10929
2018-06-11 02:00:00+02:00,3,11491,13,11083
2018-06-11 03:00:00+02:00,3,12126,13,11139
2018-06-11 04:00:00+02:00,3,12575,12,11284
2018-06-11 05:00:00+02:00,6,12901,13,11410
2018-06-11 06:00:00+02:00,14,12624,13,11469
2018-06-11 07:00:00+02:00,17,12205,23,11597
2018-06-11 08:00:00+02:00,304,12280,312,11734
2018-06-11 09:00:00+02:00,1127,12069,1038,11867
2018-06-11 10:00:00+02:00,1921,11931,1837,11995
2018-06-11 11:00:00+02:00,2574,11811,2405,12089
2018-06-11 12:00:00+02:00,2739,11485,2556,12099
2018-06-11 13:00:00+02:00,2474,11026,2472,11954
2018-06-11 14:00:00+02:00,2035,10864,2187,11704
2018-06-11 15:00:00+02:00,1624,10284,1773,11414
2018-06-11 16:00:00+02:00,1183,9603,1170,10986
2018-06-11 17:00:00+02:00,579,9265,450,10587
2018-06-11 18:00:00+02:00,170,9165,125,10329
2018-06-11 19:00:00+02:00,93,9863,45,10349
2018-06-11 20:00:00+02:00,85,10458,25,10439
2018-06-11 21:00:00+02:00,44,11018,21,10607
2018-06-11 22:00:00+02:00,21,11192,12,10866
2018-06-11 23:00:00+02:00,17,11561,13,11111
2018-06-12 00:00:00+02:00,18,6126,26,5850
2018-06-12 01:00:00+02:00,18,6279,21,5884
2018-06-12 02:00:00+02:00,18,6248,22,5751
2018-06-12 03:00:00+02:00,18,6206,22,5582
2018-06-12 04:00:00+02:00,18,5930,22,5334
2018-06-12 05:00:00+02:00,18,5486,22,5124
2018-06-12 06:00:00+02:00,18,5084,22,4996
2018-06-12 07:00:00+02:00,18,4967,26,4706
2018-06-12 08:00:00+02:00,114,5166,122,4330
2018-06-12 09:00:00+02:00,908,5144,856,3942
2018-06-12 10:00:00+02:00,1972,4566,1912,3571
2018-06-12 11:00:00+02:00,2971,4091,2840,3264
2018-06-12 12:00:00+02:00,3346,4200,3323,3084
2018-06-12 13:00:00+02:00,3412,4383,3432,3075
2018-06-12 14:00:00+02:00,3353,4567,3357,3105
2018-06-12 15:00:00+02:00,3098,4407,3126,3172
2018-06-12 16:00:00+02:00,2282,3972,2318,3436
2018-06-12 17:00:00+02:00,869,3938,898,3916
2018-06-12 18:00:00+02:00,164,4502,118,4475
2018-06-12 19:00:00+02:00,55,4930,65,4733
2018-06-12 20:00:00+02:00,42,5103,30,4798
2018-06-12 21:00:00+02:00,42,5071,23,4827
2018-06-12 22:00:00+02:00,41,4860,28,4679
2018-06-12 23:00:00+02:00,41,4815,27,4598
2018-06-13 00:00:00+02:00,519,7244,180,7452
2018-06-13 01:00:00+02:00,494,7155,201,7569
2018-06-13 02:00:00+02:00,393,7181,198,7365
2018-06-13 03:00:00+02:00,300,7163,204,7184
2018-06-13 04:00:00+02:00,225,7192,120,7076
2018-06-13 05:00:00+02:00,205,7300,152,6930
2018-06-13 06:00:00+02:00,146,7238,162,6777
2018-06-13 07:00:00+02:00,281,7128,464,6609
2018-06-13 08:00:00+02:00,1001,6569,1103,6535
2018-06-13 09:00:00+02:00,2758,6210,2921,6530
2018-06-13 10:00:00+02:00,4238,6062,4266,6551
2018-06-13 11:00:00+02:00,4873,6252,4894,6639
2018-06-13 12:00:00+02:00,5200,6199,5173,6687
2018-06-13 13:00:00+02:00,5297,6446,5228,6761
2018-06-13 14:00:00+02:00,5304,6587,5109,6918
2018-06-13 15:00:00+02:00,5096,6939,4864,7113
2018-06-13 16:00:00+02:00,4799,7188,4502,7305
2018-06-13 17:00:00+02:00,4273,7484,4074,7510
2018-06-13 18:00:00+02:00,3655,7609,3456,7697
2018-06-13 19:00:00+02:00,2809,7627,2587,7852
2018-06-13 20:00:00+02:00,1735,7140,1580,7723
2018-06-13 21:00:00+02:00,858,6564,797,7609
2018-06-13 22:00:00+02:00,591,6671,507,7493
2018-06-13 23:00:00+02:00,577,6682,470,7166
2018-06-14 00:00:00+02:00,577,6489,432,6284
2018-06-14 01:00:00+02:00,576,6341,424,5959
2018-06-14 02:00:00+02:00,574,6090,411,5646
2018-06-14 03:00:00+02:00,570,5813,402,5382
2018-06-14 04:00:00+02:00,565,5636,349,5255
2018-06-14 05:00:00+02:00,465,5360,299,5101
2018-06-14 06:00:00+02:00,250,5149,237,4910
2018-06-14 07:00:00+02:00,289,4980,397,4750
2018-06-14 08:00:00+02:00,1085,4476,1111,4428
2018-06-14 09:00:00+02:00,2873,4337,2518,4197
2018-06-14 10:00:00+02:00,4039,4173,3847,4056
2018-06-14 11:00:00+02:00,4794,4164,4663,3971
2018-06-14 12:00:00+02:00,5240,4146,5120,3916
2018-06-14 13:00:00+02:00,5432,4173,5310,3950
2018-06-14 14:00:00+02:00,5489,4090,5334,4128
2018-06-14 15:00:00+02:00,5412,4226,5156,4405
2018-06-14 16:00:00+02:00,5130,4346,4834,4639
2018-06-14 17:00:00+02:00,4643,4590,4398,4816
2018-06-14 18:00:00+02:00,4087,4817,3751,4991
2018-06-14 19:00:00+02:00,3229,4839,2822,5131
2018-06-14 20:00:00+02:00,1980,4718,1750,5114
2018-06-14 21:00:00+02:00,936,4506,926,5082
2018-06-14 22:00:00+02:00,637,4611,638,5110
2018-06-14 23:00:00+02:00,608,4659,581,4883
2018-06-15 00:00:00+02:00,608,4494,575,4573
2018-06-15 01:00:00+02:00,607,4292,554,4309
2018-06-15 02:00:00+02:00,607,4024,513,4026
2018-06-15 03:00:00+02:00,611,3983,487,3854
2018-06-15 04:00:00+02:00,599,3989,435,3710
2018-06-15 05:00:00+02:00,539,3875,361,3541
2018-06-15 06:00:00+02:00,371,3834,285,3453
2018-06-15 07:00:00+02:00,466,3721,494,3394
2018-06-15 08:00:00+02:00,1383,3368,1412,2985
2018-06-15 09:00:00+02:00,3445,2857,2977,2571
2018-06-15 10:00:00+02:00,4541,2713,4313,2335
2018-06-15 11:00:00+02:00,5010,2704,5089,2290
2018-06-15 12:00:00+02:00,5294,2592,5538,2303
2018-06-15 13:00:00+02:00,5394,2515,5712,2265
2018-06-15 14:00:00+02:00,5467,2634,5720,2584
2018-06-15 15:00:00+02:00,5328,3179,5570,2973
2018-06-15 16:00:00+02:00,5079,3965,5252,3417
2018-06-15 17:00:00+02:00,4681,4532,4762,3797
2018-06-15 18:00:00+02:00,4124,4815,4137,4203
2018-06-15 19:00:00+02:00,3341,5272,3249,4635
2018-06-15 20:00:00+02:00,2174,5547,2076,4830
2018-06-15 21:00:00+02:00,1058,5326,1064,4893
2018-06-15 22:00:00+02:00,696,5236,722,4962
2018-06-15 23:00:00+02:00,643,5003,643,4742
2018-06-16 00:00:00+02:00,659,4761,603,4757
2018-06-16 01:00:00+02:00,657,4314,599,4489
2018-06-16 02:00:00+02:00,657,3840,580,4084
2018-06-16 03:00:00+02:00,655,3655,580,3620
2018-06-16 04:00:00+02:00,655,3406,558,3232
2018-06-16 05:00:00+02:00,648,3200,449,2953
2018-06-16 06:00:00+02:00,537,3188,405,2699
2018-06-16 07:00:00+02:00,502,3292,649,2523
2018-06-16 08:00:00+02:00,1336,2849,1505,2279
2018-06-16 09:00:00+02:00,3313,2407,3004,2063
2018-06-16 10:00:00+02:00,4491,2310,4216,1904
2018-06-16 11:00:00+02:00,5013,2314,4912,2042
2018-06-16 12:00:00+02:00,5330,2263,5311,2191
2018-06-16 13:00:00+02:00,5442,2378,5458,2357
2018-06-16 14:00:00+02:00,5398,2744,5396,2633
2018-06-16 15:00:00+02:00,5257,3201,5228,3087
2018-06-16 16:00:00+02:00,4923,3621,4934,3538
2018-06-16 17:00:00+02:00,4374,4022,4485,4075
2018-06-16 18:00:00+02:00,3779,4500,3849,4475
2018-06-16 19:00:00+02:00,3028,5004,2932,4986
2018-06-16 20:00:00+02:00,1896,5306,1834,5423
2018-06-16 21:00:00+02:00,957,5527,977,5893
2018-06-16 22:00:00+02:00,666,5864,631,6349
2018-06-16 23:00:00+02:00,649,6054,580,6409
2018-06-17 00:00:00+02:00,642,6202,628,6466
2018-06-17 01:00:00+02:00,639,6148,629,6456
2018-06-17 02:00:00+02:00,638,5839,628,6183
2018-06-17 03:00:00+02:00,636,5480,617,5867
2018-06-17 04:00:00+02:00,598,4963,598,5577
2018-06-17 05:00:00+02:00,510,4766,561,5278
2018-06-17 06:00:00+02:00,437,4691,484,4976
2018-06-17 07:00:00+02:00,480,4490,575,4700
2018-06-17 08:00:00+02:00,1276,4184,1401,4309
2018-06-17 09:00:00+02:00,3156,3985,3170,3993
2018-06-17 10:00:00+02:00,4435,3956,4360,3793
2018-06-17 11:00:00+02:00,4936,3871,4975,3784
2018-06-17 12:00:00+02:00,5219,3914,5348,3715
2018-06-17 13:00:00+02:00,5347,3887,5548,3717
2018-06-17 14:00:00+02:00,5323,4032,5531,3874
2018-06-17 15:00:00+02:00,5236,4221,5407,4174
2018-06-17 16:00:00+02:00,5022,4481,5136,4487
2018-06-17 17:00:00+02:00,4634,4833,4729,4902
2018-06-17 18:00:00+02:00,4058,5228,4093,5276
2018-06-17 19:00:00+02:00,3170,5648,3175,5673
2018-06-17 20:00:00+02:00,1995,6049,2020,6034
2018-06-17 21:00:00+02:00,971,6326,1077,6420
2018-06-17 22:00:00+02:00,673,6612,708,6868
2018-06-17 23:00:00+02:00,647,6530,624,6856
2018-06-18 00:00:00+02:00,644,6279,632,6564
2018-06-18 01:00:00+02:00,644,6295,617,6484
2018-06-18 02:00:00+02:00,643,6347,608,6294
2018-06-18 03:00:00+02:00,629,6073,582,6136
2018-06-18 04:00:00+02:00,586,5971,541,6054
2018-06-18 05:00:00+02:00,472,5947,474,6046
2018-06-18 06:00:00+02:00,327,5933,363,6167
2018-06-18 07:00:00+02:00,422,6084,442,6236
2018-06-18 08:00:00+02:00,1208,5967,1151,6104
2018-06-18 09:00:00+02:00,2969,5737,2785,6065
2018-06-18 10:00:00+02:00,4215,5779,3976,6094
2018-06-18 11:00:00+02:00,4777,5896,4620,6084
2018-06-18 12:00:00+02:00,5212,5892,5003,6020
2018-06-18 13:00:00+02:00,5357,5572,5171,5887
2018-06-18 14:00:00+02:00,5390,5809,5168,6117
2018-06-18 15:00:00+02:00,5202,6252,5038,6401
2018-06-18 16:00:00+02:00,4959,6960,4702,6680
2018-06-18 17:00:00+02:00,4467,7675,4228,7027
2018-06-18 18:00:00+02:00,3759,8128,3530,7431
2018-06-18 19:00:00+02:00,2908,8492,2569,7879
2018-06-18 20:00:00+02:00,1794,8579,1559,8175
2018-06-18 21:00:00+02:00,894,8699,826,8459
2018-06-18 22:00:00+02:00,628,8899,558,8782
2018-06-18 23:00:00+02:00,601,8747,523,8721
2018-06-19 00:00:00+02:00,601,8553,547,8309
2018-06-19 01:00:00+02:00,589,8250,533,8373
2018-06-19 02:00:00+02:00,496,8074,518,8019
2018-06-19 03:00:00+02:00,395,7969,474,7761
2018-06-19 04:00:00+02:00,349,7902,378,7479
2018-06-19 05:00:00+02:00,313,7812,322,7217
2018-06-19 06:00:00+02:00,209,7646,334,6922
2018-06-19 07:00:00+02:00,444,7488,559,6627
2018-06-19 08:00:00+02:00,1291,6756,1379,5957
2018-06-19 09:00:00+02:00,3175,6178,2922,5418
2018-06-19 10:00:00+02:00,4509,5491,4130,4931
2018-06-19 11:00:00+02:00,5078,4981,4815,4543
2018-06-19 12:00:00+02:00,5375,4481,5184,4239
2018-06-19 13:00:00+02:00,5482,4051,5371,3967
2018-06-19 14:00:00+02:00,5413,3810,5399,3842
2018-06-19 15:00:00+02:00,5290,3625,5265,3832
2018-06-19 16:00:00+02:00,5011,3439,4946,3921
2018-06-19 17:00:00+02:00,4615,3484,4463,4190
2018-06-19 18:00:00+02:00,4138,3666,3831,4437
2018-06-19 19:00:00+02:00,3271,3797,2978,4776
2018-06-19 20:00:00+02:00,2035,3874,1923,4968
2018-06-19 21:00:00+02:00,1042,4069,1027,5135
2018-06-19 22:00:00+02:00,737,4132,678,5316
2018-06-19 23:00:00+02:00,708,4102,611,5026
2018-06-20 00:00:00+02:00,708,4004,530,4437
2018-06-20 01:00:00+02:00,707,3807,517,4235
2018-06-20 02:00:00+02:00,703,3609,507,3907
2018-06-20 03:00:00+02:00,668,3380,494,3596
2018-06-20 04:00:00+02:00,604,3296,477,3318
2018-06-20 05:00:00+02:00,510,3209,395,3062
2018-06-20 06:00:00+02:00,399,2922,405,2802
2018-06-20 07:00:00+02:00,519,2712,601,2524
2018-06-20 08:00:00+02:00,1304,2307,1460,2269
2018-06-20 09:00:00+02:00,2997,1875,2897,2093
2018-06-20 10:00:00+02:00,4130,1799,4108,2033
2018-06-20 11:00:00+02:00,4767,1914,4827,2102
2018-06-20 12:00:00+02:00,5084,1982,5074,2178
2018-06-20 13:00:00+02:00,5239,2007,5275,2257
2018-06-20 14:00:00+02:00,5316,2101,5126,2336
2018-06-20 15:00:00+02:00,5151,2248,4975,2448
2018-06-20 16:00:00+02:00,4691,2425,4646,2605
2018-06-20 17:00:00+02:00,4176,2671,4164,2900
2018-06-20 18:00:00+02:00,3709,2991,3453,3261
2018-06-20 19:00:00+02:00,3064,3215,2560,3635
2018-06-20 20:00:00+02:00,1887,3509,1556,3912
2018-06-20 21:00:00+02:00,952,3933,845,4217
2018-06-20 22:00:00+02:00,736,4338,578,4518
2018-06-20 23:00:00+02:00,714,4378,495,4481
2018-06-21 00:00:00+02:00,659,4227,539,4630
2018-06-21 01:00:00+02:00,607,3896,499,4477
2018-06-21 02:00:00+02:00,534,3402,461,4348
2018-06-21 03:00:00+02:00,498,3190,438,4221
2018-06-21 04:00:00+02:00,491,3226,389,4130
2018-06-21 05:00:00+02:00,412,3548,330,4171
2018-06-21 06:00:00+02:00,277,3143,323,4246
2018-06-21 07:00:00+02:00,390,3005,529,4307
2018-06-21 08:00:00+02:00,1079,2731,1251,3993
2018-06-21 09:00:00+02:00,2318,2362,2608,3669
2018-06-21 10:00:00+02:00,3119,2087,3827,3438
2018-06-21 11:00:00+02:00,3634,1967,4546,3462
2018-06-21 12:00:00+02:00,4229,1840,4867,3528
2018-06-21 13:00:00+02:00,4912,1973,5006,3685
2018-06-21 14:00:00+02:00,5062,2291,5003,3899
2018-06-21 15:00:00+02:00,4998,2765,4897,4200
2018-06-21 16:00:00+02:00,4741,3405,4657,4533
2018-06-21 17:00:00+02:00,4406,4260,4231,5106
2018-06-21 18:00:00+02:00,3850,5085,3600,5720
2018-06-21 19:00:00+02:00,2932,5509,2766,6398
2018-06-21 20:00:00+02:00,1779,6177,1761,6893
2018-06-21 21:00:00+02:00,892,6589,941,7337
2018-06-21 22:00:00+02:00,682,7037,576,7734
2018-06-21 23:00:00+02:00,640,7380,519,7580
2018-06-22 00:00:00+02:00,532,7252,543,7029
2018-06-22 01:00:00+02:00,439,6582,542,6853
2018-06-22 02:00:00+02:00,337,6100,475,6593
2018-06-22 03:00:00+02:00,331,5717,475,6273
2018-06-22 04:00:00+02:00,299,5698,455,5939
2018-06-22 05:00:00+02:00,256,5647,333,5649
2018-06-22 06:00:00+02:00,159,5479,319,5344
2018-06-22 07:00:00+02:00,327,5010,547,5044
2018-06-22 08:00:00+02:00,1014,4605,1241,4623
2018-06-22 09:00:00+02:00,2240,4365,2612,4238
2018-06-22 10:00:00+02:00,3341,4153,3725,3996
2018-06-22 11:00:00+02:00,4353,3993,4501,3979
2018-06-22 12:00:00+02:00,4988,4044,5018,3996
2018-06-22 13:00:00+02:00,5058,4355,5255,4109
2018-06-22 14:00:00+02:00,5163,4495,5263,4354
2018-06-22 15:00:00+02:00,5104,4524,5088,4682
2018-06-22 16:00:00+02:00,4819,4842,4799,5077
2018-06-22 17:00:00+02:00,4259,5229,4343,5570
2018-06-22 18:00:00+02:00,3638,5755,3674,6081
2018-06-22 19:00:00+02:00,2836,6446,2745,6521
2018-06-22 20:00:00+02:00,1674,7008,1655,6769
2018-06-22 21:00:00+02:00,825,7210,880,6992
2018-06-22 22:00:00+02:00,635,7293,593,7183
2018-06-22 23:00:00+02:00,599,7283,586,6980
2018-06-23 00:00:00+02:00,530,6974,521,6427
2018-06-23 01:00:00+02:00,425,6582,533,6139
2018-06-23 02:00:00+02:00,359,6002,440,5622
2018-06-23 03:00:00+02:00,293,5119,427,5052
2018-06-23 04:00:00+02:00,272,4573,408,4528
2018-06-23 05:00:00+02:00,254,4150,320,4124
2018-06-23 06:00:00+02:00,148,3731,289,3758
2018-06-23 07:00:00+02:00,347,3386,406,3409
2018-06-23 08:00:00+02:00,1082,2915,1176,2994
2018-06-23 09:00:00+02:00,2682,2738,2696,2647
2018-06-23 10:00:00+02:00,4211,2593,3954,2419
2018-06-23 11:00:00+02:00,4882,2683,4659,2556
2018-06-23 12:00:00+02:00,5174,3079,5085,2778
2018-06-23 13:00:00+02:00,5303,3307,5345,3017
2018-06-23 14:00:00+02:00,5165,3296,5396,3223
2018-06-23 15:00:00+02:00,5046,3338,5272,3441
2018-06-23 16:00:00+02:00,4870,3552,4933,3675
2018-06-23 17:00:00+02:00,4197,3845,4449,3883
2018-06-23 18:00:00+02:00,3353,4108,3802,4060
2018-06-23 19:00:00+02:00,2633,4375,2859,4210
2018-06-23 20:00:00+02:00,1574,4545,1688,4340
2018-06-23 21:00:00+02:00,815,4738,956,4461
2018-06-23 22:00:00+02:00,660,4913,645,4665
2018-06-23 23:00:00+02:00,611,4892,598,4598
2018-06-24 00:00:00+02:00,546,4863,529,4487
2018-06-24 01:00:00+02:00,415,4893,525,4281
2018-06-24 02:00:00+02:00,328,4635,466,3901
2018-06-24 03:00:00+02:00,191,3814,427,3380
2018-06-24 04:00:00+02:00,73,3118,409,2958
2018-06-24 05:00:00+02:00,73,2637,360,2584
2018-06-24 06:00:00+02:00,82,2217,333,2215
2018-06-24 07:00:00+02:00,227,1776,572,1903
2018-06-24 08:00:00+02:00,850,1373,1399,1588
2018-06-24 09:00:00+02:00,1936,973,2667,1334
2018-06-24 10:00:00+02:00,3605,952,3790,1239
2018-06-24 11:00:00+02:00,4580,1154,4648,1338
2018-06-24 12:00:00+02:00,5011,1459,5103,1477
2018-06-24 13:00:00+02:00,5178,1602,5257,1656
2018-06-24 14:00:00+02:00,5204,1675,5243,1808
2018-06-24 15:00:00+02:00,5024,1782,5124,2016
2018-06-24 16:00:00+02:00,4683,1779,4805,2212
2018-06-24 17:00:00+02:00,4193,1961,4390,2518
2018-06-24 18:00:00+02:00,3457,2178,3767,2950
2018-06-24 19:00:00+02:00,2498,2381,2854,3349
2018-06-24 20:00:00+02:00,1373,2409,1782,3644
2018-06-24 21:00:00+02:00,642,2667,970,3893
2018-06-24 22:00:00+02:00,486,3092,628,4220
2018-06-24 23:00:00+02:00,456,3426,582,4288
2018-06-25 00:00:00+02:00,406,3771,526,3985
2018-06-25 01:00:00+02:00,272,3934,517,3976
2018-06-25 02:00:00+02:00,133,3884,395,3845
2018-06-25 03:00:00+02:00,71,3559,383,3573
2018-06-25 04:00:00+02:00,71,3269,367,3331
2018-06-25 05:00:00+02:00,71,3021,255,3120
2018-06-25 06:00:00+02:00,83,2940,237,2888
2018-06-25 07:00:00+02:00,275,2863,418,2598
2018-06-25 08:00:00+02:00,871,2362,1133,1991
2018-06-25 09:00:00+02:00,1689,1798,2338,1415
2018-06-25 10:00:00+02:00,2852,1349,3454,1079
2018-06-25 11:00:00+02:00,3744,1103,4209,991
2018-06-25 12:00:00+02:00,4291,1015,4609,991
2018-06-25 13:00:00+02:00,4709,1041,4822,1073
2018-06-25 14:00:00+02:00,4915,1025,4890,1240
2018-06-25 15:00:00+02:00,4976,1176,4705,1535
2018-06-25 16:00:00+02:00,4745,1406,4462,1842
2018-06-25 17:00:00+02:00,4295,1535,4057,2205
2018-06-25 18:00:00+02:00,3576,1768,3462,2606
2018-06-25 19:00:00+02:00,2655,1850,2567,3008
2018-06-25 20:00:00+02:00,1618,2043,1615,3127
2018-06-25 21:00:00+02:00,761,2261,875,3073
2018-06-25 22:00:00+02:00,537,2423,628,3093
2018-06-25 23:00:00+02:00,459,2512,602,2954
2018-06-26 00:00:00+02:00,330,2301,496,2634
2018-06-26 01:00:00+02:00,167,2300,470,2407
2018-06-26 02:00:00+02:00,139,2140,351,2142
2018-06-26 03:00:00+02:00,133,2112,327,1890
2018-06-26 04:00:00+02:00,139,1867,356,1671
2018-06-26 05:00:00+02:00,83,1580,276,1455
2018-06-26 06:00:00+02:00,81,1259,256,1259
2018-06-26 07:00:00+02:00,222,943,413,1078
2018-06-26 08:00:00+02:00,772,669,1124,858
2018-06-26 09:00:00+02:00,1945,398,2430,677
2018-06-26 10:00:00+02:00,3598,353,3690,598
2018-06-26 11:00:00+02:00,4597,538,4622,676
2018-06-26 12:00:00+02:00,5084,689,5189,837
2018-06-26 13:00:00+02:00,5257,841,5430,1065
2018-06-26 14:00:00+02:00,5290,990,5403,1377
2018-06-26 15:00:00+02:00,5145,1152,5223,1714
2018-06-26 16:00:00+02:00,4736,1499,4862,2052
2018-06-26 17:00:00+02:00,4189,1880,4312,2272
2018-06-26 18:00:00+02:00,3630,2560,3554,2481
2018-06-26 19:00:00+02:00,2840,2859,2535,2803
